Date;VALE3.SA;LREN3.SA;CMIG3.SA;OIBR4.SA;BBDC3.SA;ITSA4.SA;USIM5.SA;BRML3.SA;PETR3.SA;VIVT4.SA;ENBR3.SA;RADL3.SA
2018-12-28;51.0;;15.029999732971191;1.2599999904632568;28.20829963684082;12.079999923706055;9.220000267028809;13.069999694824219;25.399999618530273;46.22999954223633;14.75;57.150001525878906
2019-01-02;51.09000015258789;;15.600000381469727;1.2999999523162842;29.808300018310547;12.649999618530273;9.760000228881836;13.460000038146973;26.649999618530273;47.18000030517578;14.180000305175781;56.70000076293945
2019-01-03;49.0;;15.270000457763672;1.4700000286102295;30.41670036315918;12.760000228881836;9.550000190734863;13.550000190734863;27.200000762939453;47.599998474121094;14.770000457763672;56.56999969482422
2019-01-04;52.189998626708984;;15.630000114440918;1.4500000476837158;29.75;12.720000267028809;10.109999656677246;13.289999961853027;27.510000228881836;47.5;14.880000114440918;57.380001068115234
2019-01-07;51.90999984741211;;15.100000381469727;1.4299999475479126;30.0;12.710000038146973;10.130000114440918;13.210000038146973;28.399999618530273;47.900001525878906;14.449999809265137;56.099998474121094
2019-01-08;52.40999984741211;;15.09000015258789;1.399999976158142;30.33329963684082;12.880000114440918;9.770000457763672;13.229999542236328;28.25;48.0099983215332;14.5;58.150001525878906
2019-01-09;53.689998626708984;;15.210000038146973;1.4299999475479126;30.966699600219727;13.050000190734863;10.09000015258789;13.4399995803833;28.81999969482422;48.7400016784668;14.59000015258789;61.11000061035156
2019-01-10;53.099998474121094;;15.640000343322754;1.4800000190734863;31.058300018310547;12.960000038146973;10.329999923706055;13.34000015258789;28.68000030517578;48.45000076293945;14.729999542236328;63.52000045776367
2019-01-11;52.380001068115234;;15.829999923706055;1.4800000190734863;30.933300018310547;12.800000190734863;10.180000305175781;13.229999542236328;28.5;47.79999923706055;14.789999961853027;64.0
2019-01-14;52.599998474121094;;16.350000381469727;1.4199999570846558;30.966699600219727;12.989999771118164;9.869999885559082;13.300000190734863;28.399999618530273;48.209999084472656;14.960000038146973;63.77000045776367
2019-01-15;52.349998474121094;;16.200000762939453;1.399999976158142;31.08329963684082;12.90999984741211;9.739999771118164;13.279999732971191;28.309999465942383;47.599998474121094;15.300000190734863;64.72000122070312
2019-01-16;52.650001525878906;;16.149999618530273;1.3600000143051147;31.25;12.920000076293945;9.989999771118164;13.199999809265137;28.540000915527344;46.849998474121094;15.449999809265137;64.19999694824219
